team_name,league,country,season,transfer_type,player_name,player_url,player_position,player_age,player_nationality,club_2,league_2,country_2,transfer_fee,is_loan,transfer_notes,window,in_squad,appearances,goals,minutes_played,team_url,season_start
AS Roma,Serie A,Italy,2019,Departures,Maxime Gonalons,https://www.transfermarkt.com/maxime-gonalons/profil/spieler/60542,Defensive Midfield,30,France,Granada CF,LaLiga,Spain,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
AS Roma,Serie A,Italy,2019,Departures,Bryan Cristante,https://www.transfermarkt.com/bryan-cristante/profil/spieler/199248,Defensive Midfield,24,Italy,Atalanta,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,33,33,1,2217,https://www.transfermarkt.com/as-rom/startseite/verein/12/saison_id/2019,2019
SS Lazio,Serie A,Italy,2019,Arrivals,Manuel Lazzari,https://www.transfermarkt.com/manuel-lazzari/profil/spieler/331401,Right-Back,25,Italy,SPAL,Serie A,Italy,1.5e+07,FALSE,"",Summer,46,40,1,3275,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2019,2019
SS Lazio,Serie A,Italy,2019,Arrivals,Alessandro Murgia,https://www.transfermarkt.com/alessandro-murgia/profil/spieler/289061,Central Midfield,22,Italy,SPAL,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2019,2019
SS Lazio,Serie A,Italy,2019,Arrivals,Martín Cáceres,https://www.transfermarkt.com/martin-caceres/profil/spieler/54935,Centre-Back,32,Uruguay,Juventus,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2019,2019
SS Lazio,Serie A,Italy,2019,Arrivals,Mattia Sprocati,https://www.transfermarkt.com/mattia-sprocati/profil/spieler/199274,Right Winger,26,Italy,Parma,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2019,2019
SS Lazio,Serie A,Italy,2019,Departures,Pedro Neto,https://www.transfermarkt.com/pedro-neto/profil/spieler/487465,Right Winger,19,Portugal,Wolves,Premier League,England,17900000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2019,2019
SS Lazio,Serie A,Italy,2019,Departures,Bruno Jordão,https://www.transfermarkt.com/bruno-jordao/profil/spieler/415646,Defensive Midfield,20,Portugal,Wolves,Premier League,England,8900000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2019,2019
SS Lazio,Serie A,Italy,2019,Departures,Alessandro Murgia,https://www.transfermarkt.com/alessandro-murgia/profil/spieler/289061,Central Midfield,22,Italy,SPAL,Serie A,Italy,4e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2019,2019
SS Lazio,Serie A,Italy,2019,Departures,Mattia Sprocati,https://www.transfermarkt.com/mattia-sprocati/profil/spieler/199274,Right Winger,26,Italy,Parma,Serie A,Italy,3e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2019,2019
SS Lazio,Serie A,Italy,2019,Departures,Milan Badelj,https://www.transfermarkt.com/milan-badelj/profil/spieler/40633,Defensive Midfield,30,Croatia,Fiorentina,Serie A,Italy,7e+05,TRUE,"",Summer,,,,,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2019,2019
SS Lazio,Serie A,Italy,2019,Departures,Martín Cáceres,https://www.transfermarkt.com/martin-caceres/profil/spieler/54935,Centre-Back,32,Uruguay,Fiorentina,Serie A,Italy,0,FALSE,"",Summer,,,,,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2019,2019
SS Lazio,Serie A,Italy,2019,Departures,Rômulo,https://www.transfermarkt.com/romulo/profil/spieler/121756,Central Midfield,32,Italy,Genoa,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/lazio-rom/startseite/verein/398/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Arrivals,Luis Muriel,https://www.transfermarkt.com/luis-muriel/profil/spieler/119228,Centre-Forward,28,Colombia,Sevilla FC,LaLiga,Spain,21200000,FALSE,"",Summer,45,41,19,1554,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Arrivals,Simon Kjaer,https://www.transfermarkt.com/simon-kjaer/profil/spieler/48859,Centre-Back,30,Denmark,Sevilla FC,LaLiga,Spain,,TRUE,loan transfer,Summer,15,6,0,381,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Arrivals,Guilherme Arana,https://www.transfermarkt.com/guilherme-arana/profil/spieler/346766,Left-Back,22,Brazil,Sevilla FC,LaLiga,Spain,,TRUE,loan transfer,Summer,17,4,0,75,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Arrivals,Franck Kessié,https://www.transfermarkt.com/franck-kessie/profil/spieler/294808,Central Midfield,22,Cote d'Ivoire,AC Milan,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Arrivals,Bryan Cristante,https://www.transfermarkt.com/bryan-cristante/profil/spieler/199248,Defensive Midfield,24,Italy,Roma,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Arrivals,Andrea Petagna,https://www.transfermarkt.com/andrea-petagna/profil/spieler/199258,Centre-Forward,24,Italy,SPAL,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Arrivals,Marco Sportiello,https://www.transfermarkt.com/marco-sportiello/profil/spieler/199976,Goalkeeper,27,Italy,Frosinone,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,47,8,0,705,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Arrivals,Andreas Cornelius,https://www.transfermarkt.com/andreas-cornelius/profil/spieler/203412,Centre-Forward,26,Denmark,G. Bordeaux,Ligue 1,France,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Arrivals,Federico Mattiello,https://www.transfermarkt.com/federico-mattiello/profil/spieler/200194,Right-Back,23,Italy,Bologna,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Arrivals,Marco D'Alessandro,https://www.transfermarkt.com/marco-dalessandro/profil/spieler/99232,Right Winger,28,Italy,Udinese,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Arrivals,Luca Valzania,https://www.transfermarkt.com/luca-valzania/profil/spieler/287663,Central Midfield,23,Italy,Frosinone,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Departures,Franck Kessié,https://www.transfermarkt.com/franck-kessie/profil/spieler/294808,Central Midfield,22,Cote d'Ivoire,AC Milan,Serie A,Italy,3.2e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Departures,Bryan Cristante,https://www.transfermarkt.com/bryan-cristante/profil/spieler/199248,Defensive Midfield,24,Italy,Roma,Serie A,Italy,30600000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Departures,Andrea Petagna,https://www.transfermarkt.com/andrea-petagna/profil/spieler/199258,Centre-Forward,24,Italy,SPAL,Serie A,Italy,1.2e+07,FALSE,"",Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Departures,Gianluca Mancini,https://www.transfermarkt.com/gianluca-mancini/profil/spieler/256448,Centre-Back,23,Italy,Roma,Serie A,Italy,2e+06,TRUE,"",Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Departures,Federico Mattiello,https://www.transfermarkt.com/federico-mattiello/profil/spieler/200194,Right-Back,23,Italy,Cagliari,Serie A,Italy,6e+05,TRUE,"",Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Departures,Alberto Almici,https://www.transfermarkt.com/alberto-almici/profil/spieler/163542,Right-Back,26,Italy,Hellas Verona,Serie A,Italy,5e+05,FALSE,"",Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Departures,Arkadiusz Reca,https://www.transfermarkt.com/arkadiusz-reca/profil/spieler/268178,Left-Back,24,Poland,SPAL,Serie A,Italy,4e+05,TRUE,"",Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Departures,Etrit Berisha,https://www.transfermarkt.com/etrit-berisha/profil/spieler/77825,Goalkeeper,30,Albania,SPAL,Serie A,Italy,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Departures,Andreas Cornelius,https://www.transfermarkt.com/andreas-cornelius/profil/spieler/203412,Centre-Forward,26,Denmark,Parma,Serie A,Italy,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Departures,Marco D'Alessandro,https://www.transfermarkt.com/marco-dalessandro/profil/spieler/99232,Right Winger,28,Italy,SPAL,Serie A,Italy,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Departures,Matteo Pessina,https://www.transfermarkt.com/matteo-pessina/profil/spieler/332179,Central Midfield,22,Italy,Hellas Verona,Serie A,Italy,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Departures,Dejan Kulusevski,https://www.transfermarkt.com/dejan-kulusevski/profil/spieler/431755,Attacking Midfield,19,Sweden,Parma,Serie A,Italy,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Departures,Boris Radunović,https://www.transfermarkt.com/boris-radunovic/profil/spieler/258482,Goalkeeper,23,Serbia,Hellas Verona,Serie A,Italy,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
Atalanta BC,Serie A,Italy,2019,Departures,Adrien Tamèze,https://www.transfermarkt.com/adrien-tameze/profil/spieler/157507,Defensive Midfield,26,France,Nice,Ligue 1,France,,TRUE,End of loan 02/08/2020,Summer,19,9,0,215,https://www.transfermarkt.com/atalanta-bergamo/startseite/verein/800/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Manuel Locatelli,https://www.transfermarkt.com/manuel-locatelli/profil/spieler/265088,Defensive Midfield,21,Italy,AC Milan,Serie A,Italy,1.4e+07,FALSE,"",Summer,38,34,0,2671,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Pedro Obiang,https://www.transfermarkt.com/pedro-obiang/profil/spieler/101213,Central Midfield,27,Equatorial Guinea,West Ham,Premier League,England,7750000,FALSE,"",Summer,30,27,1,1849,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Rogério,https://www.transfermarkt.com/rogerio/profil/spieler/401527,Left-Back,21,Brazil,Juventus,Serie A,Italy,6950000,FALSE,"",Summer,24,17,1,1142,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Mert Müldür,https://www.transfermarkt.com/mert-muldur/profil/spieler/353922,Right-Back,20,Türkiye,Rapid Vienna,Bundesliga,Austria,4980000,FALSE,"",Summer,39,25,2,1360,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Grégoire Defrel,https://www.transfermarkt.com/gregoire-defrel/profil/spieler/163222,Centre-Forward,28,France,Roma,Serie A,Italy,3e+06,TRUE,"",Summer,21,17,3,978,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Marco Sala,https://www.transfermarkt.com/marco-sala/profil/spieler/392570,Left-Back,20,Italy,Inter,Serie A,Italy,3e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Jeremy Toljan,https://www.transfermarkt.com/jeremy-toljan/profil/spieler/129674,Right-Back,24,Germany,Dortmund,Bundesliga,Germany,2250000,TRUE,"",Summer,33,30,1,2277,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Andreaw Gravillon,https://www.transfermarkt.com/andreaw-gravillon/profil/spieler/395083,Centre-Back,21,Guadeloupe,Inter,Serie A,Italy,1e+06,TRUE,"",Summer,2,1,0,90,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Filippo Romagna,https://www.transfermarkt.com/filippo-romagna/profil/spieler/256678,Centre-Back,22,Italy,Cagliari,Serie A,Italy,,TRUE,loan transfer,Summer,23,18,0,1476,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Vlad Chiricheș,https://www.transfermarkt.com/vlad-chiriches/profil/spieler/123261,Defensive Midfield,29,Romania,Napoli,Serie A,Italy,,TRUE,loan transfer,Summer,14,9,0,709,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Matteo Politano,https://www.transfermarkt.com/matteo-politano/profil/spieler/165895,Right Winger,25,Italy,Inter,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Stefano Sensi,https://www.transfermarkt.com/stefano-sensi/profil/spieler/216179,Central Midfield,25,Italy,Inter,Serie A,Italy,,TRUE,End of loan 31/08/2020,Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Kevin-Prince Boateng,https://www.transfermarkt.com/kevin-prince-boateng/profil/spieler/16922,Attacking Midfield,32,Ghana,Barcelona,LaLiga,Spain,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Luca Mazzitelli,https://www.transfermarkt.com/luca-mazzitelli/profil/spieler/226025,Central Midfield,23,Italy,Genoa,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,16,2,0,69,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Francesco Cassata,https://www.transfermarkt.com/francesco-cassata/profil/spieler/301236,Central Midfield,21,Italy,Frosinone,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Edoardo Goldaniga,https://www.transfermarkt.com/edoardo-goldaniga/profil/spieler/242940,Centre-Back,25,Italy,Frosinone,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,3,0,0,0,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Arrivals,Cristian Dell'Orco,https://www.transfermarkt.com/cristian-dellorco/profil/spieler/240244,Centre-Back,25,Italy,FC Empoli,Serie A,Italy,,TRUE,End of loan 30/06/2019,Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Departures,Matteo Politano,https://www.transfermarkt.com/matteo-politano/profil/spieler/165895,Right Winger,25,Italy,Inter,Serie A,Italy,21100000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Departures,Merih Demiral,https://www.transfermarkt.com/merih-demiral/profil/spieler/340879,Centre-Back,21,Türkiye,Juventus,Serie A,Italy,19500000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Departures,Stefano Sensi,https://www.transfermarkt.com/stefano-sensi/profil/spieler/216179,Central Midfield,23,Italy,Inter,Serie A,Italy,2200000,TRUE,"",Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Departures,Pol Lirola,https://www.transfermarkt.com/pol-lirola/profil/spieler/298975,Right-Back,21,Spain,Fiorentina,Serie A,Italy,2e+06,TRUE,"",Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Departures,Kevin-Prince Boateng,https://www.transfermarkt.com/kevin-prince-boateng/profil/spieler/16922,Attacking Midfield,32,Ghana,Fiorentina,Serie A,Italy,1500000,FALSE,"",Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Departures,Khouma Babacar,https://www.transfermarkt.com/khouma-babacar/profil/spieler/124902,Centre-Forward,26,Senegal,Lecce,Serie A,Italy,1e+06,TRUE,"",Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Departures,Antonino Ragusa,https://www.transfermarkt.com/antonino-ragusa/profil/spieler/102470,Left Winger,29,Italy,Hellas Verona,Serie A,Italy,1e+06,FALSE,"",Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Departures,Cristian Dell'Orco,https://www.transfermarkt.com/cristian-dellorco/profil/spieler/240244,Centre-Back,25,Italy,Lecce,Serie A,Italy,250000,TRUE,"",Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Departures,Giangiacomo Magnani,https://www.transfermarkt.com/giangiacomo-magnani/profil/spieler/310458,Centre-Back,23,Italy,Brescia,Serie A,Italy,,TRUE,loan transfer,Summer,15,8,1,140,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Departures,Federico Di Francesco,https://www.transfermarkt.com/federico-di-francesco/profil/spieler/38607,Left Winger,25,Italy,SPAL,Serie A,Italy,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Departures,Francesco Cassata,https://www.transfermarkt.com/francesco-cassata/profil/spieler/301236,Central Midfield,22,Italy,Genoa,Serie A,Italy,,TRUE,loan transfer,Summer,,,,,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Departures,Claud Adjapong,https://www.transfermarkt.com/claud-adjapong/profil/spieler/337716,Right-Back,21,Italy,Hellas Verona,Serie A,Italy,,TRUE,loan transfer,Summer,1,0,0,0,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Departures,Edoardo Goldaniga,https://www.transfermarkt.com/edoardo-goldaniga/profil/spieler/242940,Centre-Back,25,Italy,Genoa,Serie A,Italy,,TRUE,loan transfer,Summer,3,0,0,0,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
US Sassuolo,Serie A,Italy,2019,Departures,Alessandro Matri,https://www.transfermarkt.com/alessandro-matri/profil/spieler/40660,Centre-Forward,35,Italy,Brescia,Serie A,Italy,,TRUE,loan transfer,Summer,1,0,0,0,https://www.transfermarkt.com/us-sassuolo/startseite/verein/6574/saison_id/2019,2019
